start,end
31420,31521
40453,40593
50042,50220
55780,55980
64140,64300
68660,68840
88346,88470
121673,121868
124200,124380
125769,125878
149120,149600
149968,150051
152850,152929
171712,171890
188260,188460
191545,191751
192360,192520
194654,194855
216822,216940
220600,220779
231199,231320
253783,253903
255220,255400
267140,267320
278140,278360
322160,322380
332720,332900
343240,343460
343815,343942
362560,362760
371220,371460
371940,372024
379740,379860
388784,388881
392080,392420
412222,412287
415698,415759
423400,423600
447640,447820
455720,455900
471240,471440
471960,472240
480201,480391
480700,480940
485856,486020
514984,515150
517160,517360
517960,518160
518323,518463
519140,519380
519720,519900
520160,520380
520640,520840
521860,522040
522380,522580
523820,524000
539842,539985
542846,543128
543280,543477
578000,578160
585460,585680
592340,592560
602000,602440
602560,602820
603320,603520
603600,603820
604480,604720
605120,605326
606140,606245
608245,608375
610160,610460
611000,611260
620160,620360
621000,621200
627220,627400
635289,635559
635580,635623
635820,635980
636520,636720
641380,641580
685660,685799
699220,699480
699860,700036
725560,725960
726540,726760
727160,727380
727520,727720
731118,731280
732258,732468
734340,734520
757926,758138
760423,760635
769280,769520
774600,774800
786520,786680
787483,787578
810620,810820
812970,813118
815420,815620
815740,816080
816440,816640
817160,817660
818380,818560
831760,831920
832320,832501
832743,832913
836520,836700
858800,858960
859180,859340
873420,873620
874100,874320
875120,875292
875560,875640
876160,876360
876420,876640
876740,876960
877600,877880
897900,898020
898580,898780
898940,899080
899140,899178
899200,899420
899520,899700
901540,901780
904920,905180
908940,909100
923340,923540
924766,924917
928660,928900
954600,954800
965000,965160
970880,970941
974263,974436
975060,975260
975480,975680
986260,986440
986460,986680
988600,988820
993240,993440
993841,993919
997400,997600
1001160,1001340
1020848,1021040
1027360,1027780
1028320,1028540
1028940,1029120
1040820,1041020
1041546,1041657
1042255,1042374
1043673,1043880
1044220,1044520
1044840,1045020
1045100,1045420
1046800,1047000
1048980,1049355
1055220,1055420
1059000,1059220
1059580,1060020
1060499,1060689
1065840,1066040
1086700,1086900
1087020,1087180
1096460,1096740
1136820,1137200
1138280,1138500
1139400,1139700
1144284,1144425
1156904,1156960
1159221,1159273
1160220,1160480
1160660,1160960
1169380,1169680
1169940,1170120
1171777,1171861
1176180,1176360
1176440,1176560
1177120,1177300
1183100,1183280
1183580,1183760
1192432,1192556
1203840,1204000
1205910,1206056
1219886,1219970
1223300,1223460
1225580,1225760
1252220,1252440
1279160,1279320
1289900,1289973
1348586,1348716
1368800,1369000
1369100,1369400
1374500,1374720
1377180,1377340
1397554,1397761
1403962,1404107
1412880,1413100
1417560,1417740
1418740,1418920
1423140,1423420
1425680,1425860
1429120,1429320
1431613,1431697
1432580,1432740
1439787,1439849
1446200,1446400
1449079,1449151
1457140,1457400
1457960,1458340
1458580,1458635
1458860,1459020
1459540,1459860
1460020,1460300
1460960,1461260
1461440,1461640
1461700,1461920
1462160,1462640
1462760,1462940
1463740,1464000
1466820,1467020
1468836,1469087
1474120,1474300
1503553,1503691
1504320,1504620
1505164,1505276
1505680,1506131
1506280,1506520
1506800,1506902
1507020,1507220
1508440,1508640
1513420,1513600
1520673,1520890
1530615,1530800
1531611,1531840
1532840,1533220
1533920,1534100
1537300,1537480
1538060,1538280
1548520,1548700
1553618,1553776
1555440,1555640
1558340,1558500
1564120,1564320
1566907,1567020
1567360,1567600
1568038,1568251
1569060,1569240
1569980,1570160
1570300,1570480
1571020,1571220
1571397,1571515
1572120,1572380
1576460,1576660
1579590,1579780
1580460,1580660
1584896,1585032
1586678,1586824
1593600,1593760
1611799,1611876
1619460,1619640
1640460,1640640
1642580,1642740
1644840,1645060
1648280,1648520
1648760,1648940
1664760,1664940
1665740,1666120
1666419,1666475
1667740,1667840
1669060,1669260
1670040,1670280
1694320,1694500
1709940,1710060
1713920,1714120
1716600,1716800
1719000,1719154
1719355,1719500
1723860,1724080
1725449,1725604
1733275,1733462
1742220,1742400
1742880,1743080
1758660,1758820
1767640,1767820
1768960,1769160
1775554,1775640
1795280,1795440
1804060,1804260
1815120,1815356
1844438,1844587
1853600,1853820
1854274,1854560
1855160,1855360
1856100,1856340
1856420,1856640
1863297,1863360
1874459,1874559
1875500,1875660
1882420,1882640
1883080,1883380
1883960,1884160
1884340,1884520
1884980,1885200
1925460,1925680
1926022,1926163
1926620,1926860
1940106,1940720
1943980,1944200
1948560,1948740
1950360,1950600
1951034,1951160
1951300,1951480
1954729,1954942
1955740,1955800
1961920,1962160
1976600,1976780
1980280,1980480
2018820,2019000
2019640,2019860
2020220,2020440
2021180,2021545
2022125,2022260
2023020,2023220
2024380,2024560
2025280,2025440
2028825,2029000
2030901,2031160
2031200,2031400
2037900,2038160
2038260,2038520
2070200,2070400
2079720,2080020
2099220,2099300
2099500,2099680
2100293,2100400
2104320,2104540
2106000,2106180
2109340,2109580
2110000,2110280
2154201,2154355
2160185,2160301
2165280,2165500
2172009,2172100
2195080,2195240
2195460,2195700
2209560,2209740
2232060,2232640
2232880,2233100
2241233,2241340
2241660,2241760
2242160,2242340
2242800,2243020
2243300,2243520
2243640,2243702
2247240,2247420
2249120,2249320
2281640,2281820
2282220,2282400
2284280,2284337
2291634,2291736
2299183,2299270
2300040,2300142
2300900,2301300
2301601,2301820
2303664,2303736
2304195,2304302
2304620,2304860
2305906,2306050
2306800,2306980
2307666,2307860
2307915,2308034
2313743,2313840
2313896,2314118
2314340,2314720
2321020,2321180
2325200,2325480
2331760,2331980
2348120,2348280
2349518,2349750
2350120,2350380
2350920,2351260
2353160,2353220
2353980,2354180
2354460,2354660
2354740,2354940
2355360,2355660
2357260,2357520
2359200,2359386
2364940,2365085
2380264,2380402
2390620,2390769
2399980,2400420
2401380,2401564
2401660,2401800
2402110,2402223
2403300,2403580
2403860,2404320
2404760,2404980
2405880,2406060
2406140,2406300
2406820,2407000
2409900,2410120
2413560,2413720
2413995,2414120
2431622,2431756
2451480,2451700
2451860,2452460
2469000,2469180
2471525,2471699
2475140,2475320
2477720,2477920
2478560,2478760
2480097,2480213
2483170,2483272
2509020,2509131
2511596,2511668
2519300,2519480
2519620,2519840
2520300,2520560
2522975,2523202
2524080,2524280
2526100,2526300
2526459,2526596
2527860,2528040
2530320,2530540
2530765,2530861
2554780,2555020
2555720,2556000
2558362,2558520
2558900,2559080
2559260,2559520
2560055,2560226
2567720,2567880
2568080,2568139
2571466,2571640
2572360,2572560
2587143,2587260
2609040,2609229
2612565,2612780
2621180,2621420
2622369,2622424
2624360,2624560
2625120,2625300
2631580,2631880
2632102,2632226
2633460,2633567
2633960,2634180
2643400,2643580
2646980,2647180
2649236,2649313
2651500,2651660
2660520,2660680
2660900,2661080
2663285,2663381
2664960,2665140
2666295,2666441
2668516,2668610
2671020,2671200
2680960,2681160
2693981,2694073
2709780,2709960
2711249,2711450
2713480,2713680
2715980,2716240
2716940,2717180
2717520,2717780
2718225,2718305
2719024,2719200
2720113,2720286
2720920,2721120
2732601,2732800
2733000,2733240
2733320,2733560
2735040,2735280
2735380,2735586
2738552,2738676
2750191,2750398
2757980,2758140
2758280,2758520
2758760,2758957
2760120,2760400
2760680,2760860
2771340,2771540
2799400,2799620
2801420,2801620
2804420,2804720
2805440,2805640
2805760,2805940
2831088,2831211
