start,end
21740,21960
42380,42450
47489,47587
78640,78840
137032,137209
188680,188860
217884,217981
218140,218340
219149,219255
271320,271620
317260,317440
318340,318560
321540,321700
337860,338060
344220,344400
350460,350680
392520,392711
399940,400180
431040,431180
443040,443220
443520,443579
446900,447080
472680,472860
472940,473220
545080,545240
553860,554160
612200,612380
612808,612879
613100,613320
657640,657837
671737,671824
672906,672984
693360,693580
727275,727380
784760,784940
821675,821792
856060,856120
856251,856452
856611,856682
891220,891420
892760,892940
911760,911960
912400,912800
923540,923700
957489,957611
959070,959260
1003380,1003580
1004640,1004800
1011223,1011370
1067460,1067515
1112000,1112140
1113000,1113220
1138280,1138362
1140380,1140540
1161240,1161460
1167760,1167960
1168240,1168380
1174420,1174600
1176800,1177000
1204812,1205000
1316360,1316537
1327620,1327751
1328243,1328340
1333580,1333713
1345060,1345240
1385820,1385966
1408661,1408818
1437580,1437760
1479640,1479800
1511860,1511937
1512135,1512360
1516260,1516460
1522100,1522280
1523960,1524100
1524202,1524360
1542880,1543060
1555500,1555720
1564180,1564360
1594480,1594760
1594860,1595120
1599100,1599280
1601680,1601860
1633920,1634120
1641660,1641820
1644980,1645160
1667300,1667460
1673400,1673580
1682109,1682225
1718780,1718980
1737940,1738120
1763700,1763900
1772780,1772960
1783280,1783360
1789452,1789620
1792940,1793100
1799820,1800040
1800320,1800520
1800600,1800760
1801060,1801200
1801300,1801477
1801960,1802140
1881260,1881480
1882040,1882360
1882640,1882700
1882900,1883093
1919866,1919949
1933480,1933680
1933760,1934180
1934268,1934345
1936500,1936740
1973760,1973964
1976020,1976180
2017680,2017860
2038280,2038500
2038640,2038920
2070920,2071080
2093919,2094140
2131440,2131600
2149200,2149460
2151360,2151560
2208088,2208240
2377814,2377868
2378169,2378246
2589353,2589404
2716789,2716840
3048480,3048540
3822320,3822391
3861355,3861451
3981940,3982042
4092460,4092526
4119300,4119359
4196200,4196288
4282837,4282943
4862680,4862840
4868280,4868440
4879780,4879980
4942380,4942549
5141780,5141960
5145720,5145960
5146060,5146260
5178288,5178386
5271320,5271520
5293216,5293277
5335700,5336180
5340440,5340620
5351480,5351640
5394480,5394640
5419420,5419600
5422240,5422480
5492460,5492640
5494700,5494920
5497220,5497400
5523200,5523360
5585759,5585925
5598680,5598960
5620151,5620180
5665580,5665800
5810873,5810900
5891560,5891598
6001376,6001458
6159158,6159356
6202824,6202916
6292120,6292260
6328280,6328395
6378500,6378700
6435420,6435580
6480220,6480400
6526040,6526240
6577000,6577200
6633100,6633180
6633220,6633440
6704500,6704598
6704608,6704809
6712110,6712483
6713100,6713380
6745720,6745900
6759496,6759700
6765780,6765960
6766390,6766488
6766640,6766820
6780880,6781080
6820960,6821140
6837653,6837780
6889287,6889356
7261120,7261243
7306740,7306883
7524277,7524330
7742240,7742600
7746220,7746400
