start,end
52977,53192
53580,53840
65800,65940
71480,71680
77500,77585
78092,78238
97020,97240
107120,107300
117840,117980
138620,138800
154380,154540
181440,181640
229100,229260
229360,229560
234640,234860
235000,235820
273660,273800
327340,327820
352800,353100
362260,362420
370540,370720
383367,383600
392020,392122
396682,396817
397760,397940
401723,401933
424394,424580
425460,425677
477920,478080
487800,487940
495540,495700
525660,525880
527140,527780
535620,535820
585507,585620
589220,589400
589480,589660
589820,590000
593569,593690
622253,622502
626920,627120
636300,636520
636746,637216
641760,641840
648140,648226
649200,649380
660880,661020
667961,668105
679479,679622
680240,680400
681073,681139
684320,684520
686100,686280
690360,690520
695698,695775
695783,695966
711843,711982
712820,713080
714940,715140
719880,720060
720442,720602
721050,721224
721360,721600
726909,727020
727021,727180
728260,728500
740920,741157
741280,741459
760648,760782
760920,761140
785680,785840
788420,788680
795640,795860
797128,797320
807780,808020
815542,815704
878540,878740
914540,914780
970860,971180
997560,997700
1002820,1003020
1044579,1044660
1048540,1048713
1055180,1055340
1078640,1078820
1082636,1082779
1093420,1093659
1125540,1125720
1150574,1150635
1150800,1150980
1174660,1174840
1182462,1182600
1193380,1193640
1198940,1199202
1258417,1258496
1268900,1269120
1292940,1293063
1296980,1297180
1300960,1301140
1303400,1303560
1308480,1308800
1308980,1309240
1309560,1309716
1331840,1332040
1338280,1338417
1343020,1343320
1351840,1352020
1358040,1358220
1358300,1358460
1363460,1363740
1378980,1379160
1379600,1379800
1379880,1380040
1408220,1408420
1413780,1413960
1414660,1414801
1420740,1420940
1474980,1475160
1492960,1493140
1493200,1493460
1538900,1538995
1543320,1543820
1575680,1575827
1610340,1610500
1610640,1610860
1611303,1611358
1612000,1612240
1651426,1651497
1678080,1678280
1689260,1689440
1706000,1706240
1722260,1722440
1723687,1723812
1764071,1764203
1770420,1770680
1771520,1771680
1771780,1771957
1773080,1773280
1773380,1773580
1782620,1782960
1812780,1812980
1826539,1826655
1826800,1826980
1827120,1827300
1859800,1859880
1863720,1863900
1870740,1871000
1872200,1872340
1884220,1884400
1921018,1921160
1923760,1923880
1929700,1929920
1932360,1932519
1935393,1935594
1943240,1943480
1959400,1959600
1960620,1961100
1961180,1961660
1964820,1965040
1971863,1972080
1979320,1979530
1983520,1983780
1983940,1984220
1992240,1992380
2003940,2004140
2009838,2010000
2010220,2010400
2015520,2015740
2022792,2022900
2022960,2023012
2023200,2023426
2023520,2023700
2041274,2041405
2047800,2048000
2090880,2091500
2092351,2092427
2128349,2128440
2128520,2128680
2136108,2136240
2140754,2140840
2155440,2155680
2163328,2163415
2178640,2178840
2194940,2195140
2205109,2205240
2205360,2205540
2205616,2205800
2214920,2215240
2223300,2223640
2224112,2224251
2251560,2251800
2252340,2252529
2268060,2268260
2296700,2296900
2334100,2334278
2340760,2341100
2387088,2387300
2423200,2423380
2428597,2428680
2429180,2429380
2459920,2460140
2465738,2465803
2467620,2467800
2474940,2475160
2501318,2501500
2513600,2513980
2520260,2520440
2521350,2521533
2531940,2532180
2532540,2532740
2536990,2537160
2537409,2537620
2537760,2537940
2603280,2603480
2660858,2660980
2670140,2670320
2673480,2673680
2675860,2676100
2680560,2680643
2682360,2682560
2721060,2721560
2723161,2723340
2751460,2751489
2751940,2752120
2752240,2752460
2752480,2752680
2752860,2753060
2777240,2777420
2794660,2794720
2803900,2804080
2823472,2823644
2835780,2836120
2839007,2839200
2842620,2842820
2858620,2858820
2868040,2868340
2868440,2868680
2874940,2875160
2882660,2882880
2883020,2883260
2904180,2904480
2905400,2905660
2905760,2906060
2907216,2907283
2911760,2911980
2916140,2916300
2919740,2919940
2927120,2927280
2961800,2961980
2963741,2963939
2964040,2964240
2965000,2965220
2968380,2968560
2968820,2969040
2969080,2969320
2970160,2970380
2980440,2980680
2983720,2983960
3003880,3004140
3009680,3009860
3009940,3010160
3012958,3013051
3013199,3013350
3020178,3020360
3020820,3021200
3021400,3021620
3021820,3022080
3022360,3022560
3022700,3022760
3023280,3023680
3023900,3024160
3024240,3024420
3028240,3028440
3031740,3031940
3039580,3039760
3058765,3058940
3059116,3059204
3059320,3059540
3094680,3094860
3095980,3096160
3100200,3100440
3101460,3101601
3106480,3106680
3112440,3112600
3124280,3124580
3129630,3129796
3134860,3135080
3149773,3149901
3150500,3150900
3152280,3152540
3152760,3153100
3157200,3157440
3158700,3158900
3166040,3166218
3172023,3172420
3174380,3174560
3175560,3175780
3184207,3184422
3187820,3187960
3189620,3189711
3191479,3191609
3235120,3235300
3263660,3263860
3264460,3264720
3266980,3267220
3282840,3283140
3283260,3283500
3305360,3305580
3305884,3306060
3317405,3317720
3363880,3364040
3400980,3401240
3443480,3443720
3444120,3444360
3457580,3457800
3457880,3458100
3468141,3468213
3500800,3501020
3527320,3527500
3570480,3570617
3570640,3570820
3611560,3611780
3618860,3619060
3642760,3642980
3646340,3646520
3654360,3654520
3690520,3690740
3716858,3716928
3717480,3717660
3717805,3717905
