start,end
10934820,10934980
10961248,10961400
11285700,11285880
11360742,11360840
11492672,11492820
11618220,11618365
11973940,11974100
12384734,12384920
12631100,12631260
15570000,15570102
15772440,15772574
15775801,15775920
15796873,15796959
15814740,15814873
15919517,15919613
16147020,16147140
16315065,16315180
16655527,16655577
16718102,16718242
16774700,16774860
16783960,16784120
16825470,16825558
16851748,16851847
16917500,16917700
16932680,16932840
16949639,16949859
17024480,17024639
17037400,17037620
17058280,17058440
17075040,17075220
17084800,17085000
17095713,17095827
17106492,17106627
17112660,17112800
17119580,17119760
17120400,17120600
17121360,17121600
17130334,17130520
17131868,17132020
17158460,17158660
17158860,17159100
17159240,17159440
17159660,17160000
17164720,17164940
17171240,17171660
17171820,17172020
17201340,17201540
17214100,17214260
17228880,17229080
17230340,17230540
17234200,17234380
17243580,17243740
17250882,17251014
17268582,17268745
17329237,17329344
17339233,17339429
17367000,17367180
17368540,17368980
17369772,17369940
17423720,17423900
17446860,17447060
17467258,17467380
17486400,17486600
17501780,17501940
17529160,17529360
17558520,17558700
17564257,17564413
17628740,17628940
17633460,17633640
17638540,17638780
17638940,17639100
17639500,17639680
17673160,17673360
17706620,17706840
17707674,17707818
17742540,17742700
17754380,17754580
17768202,17768272
17772089,17772214
17773761,17774180
17781780,17782000
17785300,17785480
17788676,17788792
17830100,17830260
17876480,17876571
17891915,17891998
17896660,17896840
17910660,17910860
17911020,17911240
17952440,17952680
17954580,17954740
17969800,17970040
17970364,17970543
17972740,17972960
17988280,17988480
17997520,17997740
17997948,17998071
18000540,18000700
18001700,18001900
18012633,18012792
18023580,18023780
18024480,18024680
18031800,18031980
18032080,18032240
18032500,18032760
18035840,18036040
18038550,18038740
18056200,18056540
18057740,18057940
18061340,18061580
18065340,18065540
18076160,18076360
18077820,18078000
18078460,18078680
18085360,18085580
18088425,18088577
18092060,18092260
18092320,18092540
18095260,18095420
18149780,18149980
18150060,18150160
18156180,18156340
18157240,18157440
18528662,18528760
18529120,18529280
18730621,18730760
18954540,18954700
18967800,18967960
18970160,18970340
18970600,18970837
18980920,18981080
18987967,18988020
18994860,18995040
19022856,19023064
19035720,19035900
19037060,19037260
19039303,19039418
19058801,19058942
19060440,19060580
19085220,19085420
19106330,19106534
19109523,19109700
19120960,19121160
19121560,19121998
19122440,19122640
19144680,19144920
19146361,19146540
19149635,19149809
19171580,19171760
19174640,19174794
19178171,19178420
