start,end
118380,118520
142100,142360
143860,144120
150382,150457
152640,152860
164640,164820
181605,181720
205380,205573
206285,206820
216266,216359
232643,232735
240500,240552
241980,242220
305160,305460
305640,306000
309300,309720
314700,314848
315583,315705
320284,320370
321029,321320
346440,346618
348160,348380
348700,348900
350780,351020
351220,351560
351900,352360
352440,352680
352760,352940
353100,353320
353600,353800
355140,355360
373940,374140
377580,377751
382700,382880
383020,383113
385340,385560
386140,386380
410000,410320
411080,411280
412340,412520
428524,428666
489017,489180
489380,489720
489800,490126
491260,491460
491801,492015
510340,510500
535420,535471
550080,550320
560020,560240
565600,565800
596320,596500
597360,597560
606360,606780
615257,615458
620508,620591
622460,622640
627200,627400
684000,684160
688200,688400
691620,691800
692220,692480
694300,694600
700600,700800
714800,715000
715621,715900
732360,732640
733020,733300
751700,751900
752180,752400
752680,752940
781499,781700
782220,782420
790426,790600
792320,792520
792645,792787
794900,795100
834300,834378
868160,868374
870280,870500
879660,879860
883396,883511
928240,928420
930440,930640
932880,933175
933480,933720
937017,937040
948594,948795
951399,951480
951600,951820
951880,952100
954780,955000
955440,955620
957020,957220
958120,958400
958860,959060
979700,979960
980100,980340
981100,981280
996600,996900
997000,997160
999200,999380
1056120,1056300
1058460,1058660
1061020,1061220
1067400,1067580
1067696,1067805
1080880,1081040
1081180,1081500
1082555,1082785
1087480,1087740
1087840,1088020
1108105,1108373
1108400,1108642
1109020,1109300
1109360,1109580
1110240,1110440
1110960,1111260
1111300,1111520
1111560,1111820
1112920,1113100
1115220,1115520
1122813,1122969
1123020,1123260
1137660,1137860
1143660,1143780
1146729,1146834
1147780,1147960
1153840,1154020
1183556,1183619
1187260,1187460
1203233,1203420
1203480,1203660
1203760,1203980
1213600,1213814
1229660,1229833
1232900,1233080
1233353,1233500
1253820,1254080
1256139,1256316
1259200,1259400
1259440,1259760
1262050,1262109
1267640,1267920
1268220,1268400
1273560,1273740
1275940,1276160
1276240,1276440
1286964,1287068
1288240,1288320
1288383,1288620
1289351,1289440
1293540,1293760
1312366,1312560
1332640,1332820
1347777,1347960
1365540,1365720
1370011,1370074
1399060,1399360
1399600,1399880
1400180,1400400
1413340,1413580
1422960,1423140
1438800,1439000
1455340,1455520
1456240,1456520
1456960,1457240
1460328,1460517
1469280,1469440
1473325,1473450
1482703,1482883
1484680,1484900
1484960,1485180
1485220,1485620
1486080,1486320
1486920,1487120
1487608,1487720
1488000,1488260
1488320,1488620
1491220,1491440
1491680,1491752
1515740,1515900
1516266,1516317
1516660,1516880
1521600,1521820
1533300,1533491
1545762,1545889
1551060,1551100
1561901,1562099
1562780,1562960
1563900,1564258
1574560,1574720
1577280,1577480
1589153,1589300
1590060,1590280
1590540,1590760
1617860,1618080
1628380,1628560
1628800,1629040
1630060,1630280
1639620,1639800
1643500,1643718
1648340,1648580
1648900,1649080
1649320,1649680
1649860,1650220
1669460,1669640
1684820,1685040
1686209,1686360
1690965,1691091
1709430,1709660
1710320,1710540
1710580,1710800
1711020,1711320
1711996,1712099
1713920,1714100
1714680,1714920
1715060,1715540
1716320,1716640
1717120,1717340
1717500,1717700
1720880,1721080
1724600,1724760
1731113,1731198
1736660,1736780
1752500,1752740
1754103,1754420
1755104,1755169
1755911,1756289
1763259,1763460
1770180,1770400
1773080,1773300
1784080,1784280
1787640,1787840
1829320,1829540
1829820,1830000
1830380,1830620
1865540,1865740
1877686,1877895
1882920,1883100
1906852,1907010
1908840,1909000
1952020,1952240
1953945,1954122
1957209,1957272
1981520,1981880
1985869,1986024
1988300,1988460
1989180,1989420
1997380,1997600
1998100,1998300
1999620,1999811
2000020,2000220
2023680,2023860
2024180,2024700
2024760,2024940
2025320,2025580
2026100,2026280
2030020,2030220
2030700,2030860
2041860,2042080
2042600,2042780
2043880,2044060
2049900,2050120
2050400,2050600
2051120,2051320
2052020,2052315
2053600,2053840
2054020,2054220
2054491,2054780
2054920,2055160
2058580,2058760
2065100,2065300
2070791,2070820
2075541,2075598
2083680,2083980
2084520,2084740
2085060,2085300
2091240,2091420
2095080,2095300
2103039,2103200
2122709,2122827
2137420,2137618
2138921,2139088
2158147,2158202
2170120,2170300
2172292,2172464
2172700,2172860
2174760,2175020
2190120,2190333
2192580,2192800
2195863,2195957
2231760,2231960
2240180,2240360
2244840,2245000
2262160,2262420
2282400,2282580
2303500,2303720
2303780,2304000
2304580,2304760
2331400,2331620
2336142,2336218
2336420,2336620
2337360,2337560
2337920,2338140
2347880,2348160
2353120,2353280
2359300,2359540
2359620,2359820
2367180,2367360
2369847,2369991
2382660,2382860
2386500,2386736
2388380,2388600
2388800,2388980
2392700,2393040
2393140,2393440
2393800,2394040
2395940,2396160
2396820,2397060
2398080,2398226
2399000,2399180
2399560,2399840
2399880,2400140
2400600,2400780
2401120,2401380
2401520,2401800
2401940,2402160
2404499,2404612
2405320,2405500
2406320,2406640
2406900,2407380
2408224,2408284
2411105,2411474
2412679,2412965
2416120,2416320
2421920,2422100
2440106,2440246
2442320,2442480
2459060,2459260
2459340,2459640
2485660,2485820
2500552,2500711
2511840,2512020
2524320,2524515
2530404,2530538
2531480,2531640
2547280,2547480
2565000,2565200
2569601,2569693
2593320,2593700
2593820,2594240
2595047,2595240
2602620,2602920
2613696,2613807
2634400,2634580
2634720,2634900
2644220,2644380
2650505,2650656
2650800,2651000
2656323,2656478
2659380,2659640
2675400,2675580
2683980,2684160
2686898,2687116
2688484,2688595
2705409,2705600
2707780,2707960
2709131,2709380
2711760,2712000
2724780,2725020
2737101,2737160
2749880,2750080
2751660,2751840
2755260,2755480
2756320,2756500
2777586,2777740
2782100,2782419
2786320,2786560
2796247,2796375
2812220,2812480
2826240,2826440
2828500,2828720
2841691,2841776
2843620,2843860
2844460,2844740
2848840,2849060
2853320,2853540
2853751,2854360
2854400,2854580
2854761,2854879
2867460,2867680
2868100,2868360
2874420,2874740
2883640,2883820
2885826,2886002
2890120,2890260
2890331,2890512
2890920,2891080
2892660,2892860
2907146,2907213
2926100,2926300
2930120,2930300
2930400,2930615
2937665,2937801
2949720,2949960
2952340,2952404
2955080,2955380
2956266,2956420
2958640,2958820
2960300,2960580
2960720,2960960
2965860,2966120
2972820,2973080
2982940,2983160
2990500,2990577
2998480,2998709
3002830,3002941
3004300,3004500
3012960,3013200
3038992,3039100
3043830,3044020
3048860,3049140
3089780,3089867
3132682,3132784
3213720,3213900
3282796,3283188
3318360,3318600
3335960,3336160
3397960,3398120
3400200,3400350
3433340,3433500
3447760,3447940
3448320,3448520
3474300,3474600
3486333,3486539
3535020,3535220
3535520,3535720
3551267,3551440
3563060,3563440
3575536,3575940
3602640,3602820
3634780,3634940
3635670,3635725
3636260,3636460
3636560,3636760
3647900,3648060
3659699,3659760
3659822,3660058
3667450,3667572
3668020,3668220
3668500,3668800
3683085,3683282
3683320,3683500
3695857,3695960
3702240,3702420
3720100,3720260
3720380,3720580
3723780,3723980
3732280,3732480
3734360,3734540
3735600,3735800
3737780,3737980
3744120,3744320
3752361,3752540
3754627,3754761
